{46,0,40,31,1567,135,55,50,50,65,0,},
{49,0,42,33,1650,180,61,55,55,72,0,},
{52,0,44,35,1749,225,66,60,60,78,0,},
{56,0,46,36,1881,270,72,65,65,85,0,},
{59,0,50,39,1996,315,77,70,70,91,0,},
{64,0,53,42,2145,360,83,75,75,98,0,},
{69,0,58,45,2310,405,88,80,80,104,0,},
{73,0,61,48,2458,450,94,85,85,111,0,},
{79,0,66,52,2656,495,99,90,90,117,0,},
{84,0,71,55,2838,540,105,95,95,124,0,},
{91,0,76,60,3052,585,110,100,100,130,0,},
{97,0,81,63,3267,630,116,105,105,137,0,},
{104,0,88,69,3514,675,121,110,110,143,0,},
{112,0,94,73,3762,720,127,115,115,150,0,},
{119,0,99,78,4009,765,132,120,120,156,0,},
{127,0,106,83,4290,810,138,125,125,163,0,},
{136,0,113,89,4570,855,143,130,130,169,0,},
{144,0,120,94,4851,900,149,135,135,176,0,},
{153,0,128,100,5164,945,154,140,140,182,0,},
{162,0,136,107,5478,990,160,145,145,189,0,},
{173,0,144,113,5824,1035,165,150,150,195,0,},
{183,0,152,119,6154,1080,171,155,155,202,0,},
{193,0,161,126,6501,1125,176,160,160,208,0,},
{204,0,171,134,6880,1170,182,165,165,215,0,},
{215,0,180,141,7243,1215,187,170,170,221,0,},
{227,0,189,148,7656,1260,193,175,175,228,0,},
{239,0,199,156,8052,1305,198,180,180,234,0,},
{251,0,210,164,8464,1350,204,185,185,241,0,},
{264,0,220,172,8893,1395,209,190,190,247,0,},
{276,0,230,180,9339,1440,215,195,195,254,0,},
{289,0,242,189,9768,1485,220,200,200,260,0,},
{303,0,253,198,10230,1530,226,205,205,267,0,},
{317,0,265,207,10692,1575,231,210,210,273,0,},
{331,0,276,216,11170,1620,237,215,215,280,0,},
{345,0,288,225,11665,1665,242,220,220,286,0,},
{360,0,301,235,12160,1710,248,225,225,293,0,},
{376,0,313,245,12688,1755,253,230,230,299,0,},
{391,0,327,256,13216,1800,259,235,235,306,0,},
{407,0,340,266,13744,1845,264,240,240,312,0,},
{423,0,352,276,14272,1890,270,245,245,319,0,},
{439,0,366,287,14833,1935,275,250,250,325,0,},
{457,0,381,298,15427,1980,281,255,255,332,0,},
{473,0,395,309,15988,2025,286,260,260,338,0,},
{491,0,410,321,16566,2070,292,265,265,345,0,},
{509,0,425,333,17193,2115,297,270,270,351,0,},
{527,0,440,344,17787,2160,303,275,275,358,0,},
{545,0,455,356,18397,2205,308,280,280,364,0,},
{564,0,471,369,19057,2250,314,285,285,371,0,},
{584,0,487,381,19717,2295,319,290,290,377,0,},
{603,0,503,394,20361,2340,325,295,295,384,0,},
{622,0,519,406,21021,2385,330,300,300,390,0,},
{643,0,536,420,21697,2430,336,305,305,397,0,},
{663,0,552,432,22390,2475,341,310,310,403,0,},
{684,0,571,447,23100,2520,347,315,315,410,0,},
{704,0,587,459,23776,2565,352,320,320,416,0,},
{726,0,605,474,24535,2610,358,325,325,423,0,},
{748,0,624,488,25245,2655,363,330,330,429,0,},
{770,0,642,503,25987,2700,369,335,335,436,0,},
{792,0,661,517,26730,2745,374,340,340,442,0,},
{815,0,679,531,27505,2790,380,345,345,449,0,},
{838,0,699,547,28281,2835,385,350,350,455,0,},
{861,0,718,562,29073,2880,391,355,355,462,0,},
{884,0,736,576,29848,2925,396,360,360,468,0,},
{908,0,757,593,30657,2970,402,365,365,475,0,},
{932,0,777,608,31465,3015,407,370,370,481,0,},
{956,0,797,624,32290,3060,413,375,375,488,0,},
{981,0,818,640,33132,3105,418,380,380,494,0,},
{1006,0,839,657,33973,3150,424,385,385,501,0,},
{1032,0,861,674,34848,3195,429,390,390,507,0,},
{1058,0,881,690,35722,3240,435,395,395,514,0,},
{1083,0,903,707,36580,3285,440,400,400,520,0,},
{1110,0,925,724,37488,3330,446,405,405,527,0,},
{1136,0,947,741,38362,3375,451,410,410,533,0,},
{1163,0,970,759,39286,3420,457,415,415,540,0,},
{1190,0,992,776,40194,3465,462,420,420,546,0,},
{1218,0,1015,794,41118,3510,468,425,425,553,0,},
{1246,0,1039,813,42091,3555,473,430,430,559,0,},
{1274,0,1062,831,43015,3600,479,435,435,566,0,},
{1302,0,1086,850,43989,3645,484,440,440,572,0,},
{1331,0,1109,868,44946,3690,490,445,445,579,0,},
{1360,0,1134,888,45936,3735,495,450,450,585,0,},
{1390,0,1159,907,46926,3780,501,455,455,592,0,},
{1419,0,1183,926,47932,3825,506,460,460,598,0,},
{1449,0,1208,945,48955,3870,512,465,465,605,0,},
{1480,0,1233,965,49978,3915,517,470,470,611,0,},
{1510,0,1259,985,51001,3960,523,475,475,618,0,},
{1541,0,1284,1005,52024,4005,528,480,480,624,0,},
{1572,0,1310,1026,53080,4050,534,485,485,631,0,},
{1603,0,1337,1046,54136,4095,539,490,490,637,0,},
{1635,0,1363,1067,55225,4140,545,495,495,644,0,},
{1668,0,1390,1088,56314,4185,550,500,500,650,0,},
{1700,0,1417,1109,57403,4230,556,505,505,657,0,},
{1733,0,1445,1131,58525,4275,561,510,510,663,0,},
{1765,0,1471,1152,59614,4320,567,515,515,670,0,},
{1799,0,1500,1174,60769,4365,572,520,520,676,0,},
{1832,0,1528,1196,61875,4410,578,525,525,683,0,},
{1866,0,1555,1217,63030,4455,583,530,530,689,0,},
{1900,0,1584,1240,64185,4500,589,535,535,696,0,},
{1935,0,1613,1262,65356,4545,594,540,540,702,0,},
{1969,0,1642,1285,66511,4590,600,545,545,709,0,},
